gate_beam_count,sync_pulse_count,code_out_count,lever_press_count,cue_led_count,reward_valve_count,iti_light_count,gate,sync,barcode0,barcode1,lever,cue,reward,iti
1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
